"route.name","route.number","stop.id","time","n.students","location","query","lat","lng","type"
"HS 70 PM(3:10)",157,6," 3:30 pm",0,"BARKER LN & MAMARONECK RD","BARKER LN & MAMARONECK RD, Scarsdale, NY",40.9746115,-73.7556929,"APPROXIMATE"
"HS 70 PM(3:10)",157,7," 3:31 pm",-1,"GRIFFEN AVE & MAMARONECK RD & OLD WHITE PLAINS RD","GRIFFEN AVE & MAMARONECK RD & OLD WHITE PLAINS RD, Scarsdale, NY",40.972363,-73.753975,"APPROXIMATE"
"HS 70 PM(3:10)",157,8," 3:32 pm",-2,"BARNWALL LN & FAIRWAY DR","BARNWALL LN & FAIRWAY DR, Scarsdale, NY",40.972859,-73.750523,"APPROXIMATE"
"HS 70 PM(3:10)",157,9," 3:34 pm",0,"JENNY CLOSE & MARBOURNE DR","JENNY CLOSE & MARBOURNE DR, Scarsdale, NY",40.975483,-73.748348,"APPROXIMATE"
"HS 70 PM(3:10)",157,10," 3:36 pm",0,"MARBOURNE DR & PRINCE WILLOW LN","MARBOURNE DR & PRINCE WILLOW LN, Scarsdale, NY",40.973544,-73.747387,"APPROXIMATE"
"HS 70 PM(3:10)",157,11," 3:37 pm",-2,"DORIS RD & PRINCE WILLOW LN","DORIS RD & PRINCE WILLOW LN, Scarsdale, NY",40.9712362,-73.7500555,"APPROXIMATE"
"HS 70 PM(3:10)",157,12," 3:40 pm",0,"GRIFFEN AVENUE & BRITTANY CLOSE & GRIFFEN AVENUE","GRIFFEN AVENUE & BRITTANY CLOSE & GRIFFEN AVENUE, Scarsdale, NY",40.965234,-73.7620308,"GEOMETRIC_CENTER"
"HS 70 PM(3:10)",157,13," 3:41 pm",-1,"217 GRIFFEN AVENUE","217 GRIFFEN AVENUE, Scarsdale, NY",40.9702502,-73.7564979,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,14," 3:42 pm",-7,"GRIFFEN AVE & MURDOCK RD","GRIFFEN AVE & MURDOCK RD, Scarsdale, NY",40.9645551,-73.76275,"APPROXIMATE"
"HS 70 PM(3:10)",157,15," 3:45 pm",-1,"70 GRIFFEN AVENUE","70 GRIFFEN AVENUE, Scarsdale, NY",40.9624115,-73.7670323,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,16," 3:46 pm",-1,"103 GRIFFEN AVENUE","103 GRIFFEN AVENUE, Scarsdale, NY",40.9640879,-73.7632509,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,17," 3:47 pm",-1,"NORMANDY LN & GRIFFEN","NORMANDY LN & GRIFFEN, Scarsdale, NY",40.9615573,-73.768573,"APPROXIMATE"
"HS 70 PM(3:10)",157,18," 3:48 pm",-1,"GRAND PK AVE & GRIFFEN AVE","GRAND PK AVE & GRIFFEN AVE, Scarsdale, NY",40.961196,-73.769164,"APPROXIMATE"
"HS 70 PM(3:10)",157,19," 3:49 pm",-2,"CORNELL ST & FENIMORE RD & GRAND PARK AVE & GRAND PK AVE","CORNELL ST & FENIMORE RD & GRAND PARK AVE & GRAND PK AVE, Scarsdale, NY",40.98792,-73.82474,"APPROXIMATE"
"HS 70 PM(3:10)",157,20," 3:50 pm",0,"12 CORNELL ST","12 CORNELL ST, Scarsdale, NY",40.9571341,-73.7713749,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,21," 3:51 pm",-2,"COPPER BEECH LN & WEAVER ST","COPPER BEECH LN & WEAVER ST, Scarsdale, NY",40.9610884,-73.7726071,"APPROXIMATE"
"HS 70 PM(3:10)",157,22," 3:52 pm",-6,"BRADFORD RD & WEAVER ST","BRADFORD RD & WEAVER ST, Scarsdale, NY",40.9641844,-73.7731791,"APPROXIMATE"
"HS 70 PM(3:10)",157,23," 3:55 pm",-8,"MEADOW RD & OLD LYME RD","MEADOW RD & OLD LYME RD, Scarsdale, NY",40.9676714,-73.767312,"APPROXIMATE"
"HS 70 PM(3:10)",157,24," 3:57 pm",-4,"HERKIMER RD & HUTCHINSON AVE & MEADOW RD","HERKIMER RD & HUTCHINSON AVE & MEADOW RD, Scarsdale, NY",40.966937,-73.7678087,"GEOMETRIC_CENTER"
"HS 70 PM(3:10)",157,25," 3:59 pm",-1,"HUTCHINSON AVE & WEAVER ST","HUTCHINSON AVE & WEAVER ST, Scarsdale, NY",40.968994,-73.7740516,"APPROXIMATE"
"HS 70 PM(3:10)",157,26," 4:00 pm",-2,"GATEHOUSE RD & HAVERFORD AVE","GATEHOUSE RD & HAVERFORD AVE, Scarsdale, NY",40.9715596,-73.7736704,"APPROXIMATE"
"HS 70 PM(3:10)",157,27," 4:01 pm",-2,"FRANKLIN RD & HAVERFORD AVE","FRANKLIN RD & HAVERFORD AVE, Scarsdale, NY",40.972287,-73.76837,"APPROXIMATE"
"HS 70 PM(3:10)",157,28," 4:02 pm",0,"112 PENN RD","112 PENN RD, Scarsdale, NY",40.9729797,-73.766149,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,29," 4:04 pm",-2,"2 PENN BLVD","2 PENN BLVD, Scarsdale, NY",40.9726196,-73.7739336,"RANGE_INTERPOLATED"
"HS 70 PM(3:10)",157,30," 4:06 pm",-3,"FRANKLIN RD & STRATTON RD","FRANKLIN RD & STRATTON RD, Scarsdale, NY",40.9749132,-73.7684097,"APPROXIMATE"
"HS 74 PM(4:15)",95,2," 4:15 pm",0,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 74 PM(4:15)",95,3," 4:19 pm",0,"WHITE RD & SPRAGUE RD & SPRAGUE AVE & SPRAGUE RD & SPRAGUE AVE & WHITE RD","WHITE RD & SPRAGUE RD & SPRAGUE AVE & SPRAGUE RD & SPRAGUE AVE & WHITE RD, Scarsdale, NY",40.97539,-73.794459,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,4," 4:26 pm",0,"BRAYTON RD & WALWORTH AVE","BRAYTON RD & WALWORTH AVE, Scarsdale, NY",41.0142388,-73.7897337,"APPROXIMATE"
"HS 74 PM(4:15)",95,5," 4:27 pm",0,"KINGSTON RD & MONTROSE RD","KINGSTON RD & MONTROSE RD, Scarsdale, NY",41.0121761,-73.782046,"APPROXIMATE"
"HS 74 PM(4:15)",95,6," 4:29 pm",0,"BREWSTER RD & FARLEY RD","BREWSTER RD & FARLEY RD, Scarsdale, NY",41.0174599,-73.7817072,"APPROXIMATE"
"HS 74 PM(4:15)",95,7," 4:30 pm",0,"FAIRVIEW RD & GREENDALE RD","FAIRVIEW RD & GREENDALE RD, Scarsdale, NY",41.012773,-73.7782881,"APPROXIMATE"
"HS 74 PM(4:15)",95,8," 4:32 pm",0,"OXFORD RD & PARK RD","OXFORD RD & PARK RD, Scarsdale, NY",41.0069255,-73.7796741,"APPROXIMATE"
"HS 74 PM(4:15)",95,9," 4:33 pm",0,"CUSHMAN RD & MAMARONECK RD","CUSHMAN RD & MAMARONECK RD, Scarsdale, NY",41.0032277,-73.7798678,"APPROXIMATE"
"HS 74 PM(4:15)",95,10," 4:35 pm",0,"FLAGPOLE & LEATHERSTOCKING LN & MAMARONECK RD","FLAGPOLE & LEATHERSTOCKING LN & MAMARONECK RD, Scarsdale, NY",40.9891264,-73.7685321,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,11," 4:36 pm",0,"MAMARONECK RD & SECOR RD","MAMARONECK RD & SECOR RD, Scarsdale, NY",40.989402,-73.7687825,"APPROXIMATE"
"HS 74 PM(4:15)",95,12," 4:38 pm",0,"MYRTLEDALE RD & RIDGEDALE RD","MYRTLEDALE RD & RIDGEDALE RD, Scarsdale, NY",40.986183,-73.765415,"APPROXIMATE"
"HS 74 PM(4:15)",95,13," 4:39 pm",0,"ASPEN RD & BENEDICT RD","ASPEN RD & BENEDICT RD, Scarsdale, NY",40.9908101,-73.7613516,"APPROXIMATE"
"HS 74 PM(4:15)",95,14," 4:40 pm",0,"BLACK BIRCH LN & THORNWOOD PL","BLACK BIRCH LN & THORNWOOD PL, Scarsdale, NY",40.995258,-73.7582,"APPROXIMATE"
"HS 74 PM(4:15)",95,15," 4:42 pm",0,"BLACK BIRCH LN & SAXON WOODS RD","BLACK BIRCH LN & SAXON WOODS RD, Scarsdale, NY",40.9932351,-73.7541639,"APPROXIMATE"
"HS 74 PM(4:15)",95,16," 4:43 pm",0,"146 SAXON WOODS RD","146 SAXON WOODS RD, Scarsdale, NY",40.9916891,-73.7551373,"RANGE_INTERPOLATED"
"HS 74 PM(4:15)",95,17," 4:45 pm",0,"55 SAXON WOODS RD","55 SAXON WOODS RD, Scarsdale, NY",40.9866386,-73.7616032,"RANGE_INTERPOLATED"
"HS 74 PM(4:15)",95,18," 4:45 pm",0,"MAMARONECK RD & MAMARONECK RD & CARTHAGE RD","MAMARONECK RD & MAMARONECK RD & CARTHAGE RD, Scarsdale, NY",40.9813123,-73.7706325,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,19," 4:47 pm",0,"INNES RD & HEATHCOTE RD & HEATHCOTE RD","INNES RD & HEATHCOTE RD & HEATHCOTE RD, Scarsdale, NY",40.9895163,-73.784469,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,20," 4:50 pm",0,"HAVERFORD AVE & WEAVER ST & HWY 125 & WEAVER ST & HWY 125","HAVERFORD AVE & WEAVER ST & HWY 125 & WEAVER ST & HWY 125, Scarsdale, NY",41.0050977,-73.7845768,"APPROXIMATE"
"HS 74 PM(4:15)",95,21," 4:51 pm",0,"BRADFORD RD & WEAVER ST & HWY 125 & CO HWY 129 & WEAVER ST & HWY 125 & CO HWY 129","BRADFORD RD & WEAVER ST & HWY 125 & CO HWY 129 & WEAVER ST & HWY 125 & CO HWY 129, Scarsdale, NY",41.0050977,-73.7845768,"APPROXIMATE"
"HS 74 PM(4:15)",95,22," 4:53 pm",0,"15 CORNELL ST","15 CORNELL ST, Scarsdale, NY",40.9572154,-73.7711531,"RANGE_INTERPOLATED"
"HS 74 PM(4:15)",95,23," 4:54 pm",0,"GRIFFEN AVENUE & GRAND PK AVE & GRIFFEN AVENUE","GRIFFEN AVENUE & GRAND PK AVE & GRIFFEN AVENUE, Scarsdale, NY",40.965234,-73.7620308,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,24," 4:56 pm",0,"GRIFFEN AVENUE & MURDOCK RD & GRIFFEN AVENUE","GRIFFEN AVENUE & MURDOCK RD & GRIFFEN AVENUE, Scarsdale, NY",40.965234,-73.7620308,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,25," 4:58 pm",0,"MAMARONECK RD & OLD WHITE PLAINS RD & GRIFFEN AVENUE","MAMARONECK RD & OLD WHITE PLAINS RD & GRIFFEN AVENUE, Scarsdale, NY",40.972363,-73.753975,"APPROXIMATE"
"HS 74 PM(4:15)",95,26," 4:59 pm",0,"FAIRWAY DR & BARNWALL LN & FAIRWAY DR","FAIRWAY DR & BARNWALL LN & FAIRWAY DR, Scarsdale, NY",41.0050977,-73.7845768,"APPROXIMATE"
"HS 74 PM(4:15)",95,27," 5:00 pm",0,"MAMARONECK RD & BARKER LN & MAMARONECK RD","MAMARONECK RD & BARKER LN & MAMARONECK RD, Scarsdale, NY",40.9891264,-73.7685321,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,28," 5:01 pm",0,"MAMARONECK RD & COLONIAL RD & MAMARONECK RD","MAMARONECK RD & COLONIAL RD & MAMARONECK RD, Scarsdale, NY",40.9891264,-73.7685321,"GEOMETRIC_CENTER"
"HS 74 PM(4:15)",95,29," 5:01 pm",0,"MAMARONECK RD & MAMARONECK RD & STRATTON RD","MAMARONECK RD & MAMARONECK RD & STRATTON RD, Scarsdale, NY",40.9745463,-73.7704436,"GEOMETRIC_CENTER"
