TAX,ASSESSED
SCHOOL TAXABLE,10670
FULL MKT VAL,706214
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,17520
FULL MKT VAL,1093220
COUNTY TAXABLE,16300
VILLAGE TAXABLE,16300
SCHOOL TAXABLE,16300
FULL MKT VAL,920903
COUNTY TAXABLE,21175
VILLAGE TAXABLE,21175
SCHOOL TAXABLE,19345
FULL MKT VAL,1196327
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
SCHOOL TAXABLE,14100
FULL MKT VAL,796610
COUNTY TAXABLE,18400
VILLAGE TAXABLE,18400
SCHOOL TAXABLE,16570
FULL MKT VAL,1039548
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,15370
FULL MKT VAL,971751
COUNTY TAXABLE,13250
VILLAGE TAXABLE,13250
SCHOOL TAXABLE,13250
FULL MKT VAL,748587
COUNTY TAXABLE,15900
VILLAGE TAXABLE,15900
SCHOOL TAXABLE,14070
FULL MKT VAL,898305
COUNTY TAXABLE,3400
VILLAGE TAXABLE,3400
SCHOOL TAXABLE,3400
FULL MKT VAL,192090
COUNTY TAXABLE,13700
VILLAGE TAXABLE,13700
SCHOOL TAXABLE,13700
FULL MKT VAL,774011
COUNTY TAXABLE,11117
VILLAGE TAXABLE,11117
SCHOOL TAXABLE,9010
FULL MKT VAL,723163
COUNTY TAXABLE,11300
VILLAGE TAXABLE,11300
SCHOOL TAXABLE,11300
FULL MKT VAL,638418
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,13770
FULL MKT VAL,881355
COUNTY TAXABLE,11475
VILLAGE TAXABLE,11475
SCHOOL TAXABLE,9645
FULL MKT VAL,648305
COUNTY TAXABLE,11875
VILLAGE TAXABLE,11875
SCHOOL TAXABLE,10045
FULL MKT VAL,670903
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
SCHOOL TAXABLE,12070
FULL MKT VAL,785310
COUNTY TAXABLE,13400
VILLAGE TAXABLE,13400
SCHOOL TAXABLE,11570
FULL MKT VAL,757062
COUNTY TAXABLE,12400
VILLAGE TAXABLE,12400
SCHOOL TAXABLE,10570
FULL MKT VAL,700564
COUNTY TAXABLE,12000
VILLAGE TAXABLE,12000
SCHOOL TAXABLE,12000
FULL MKT VAL,677966
COUNTY TAXABLE,11200
VILLAGE TAXABLE,11200
SCHOOL TAXABLE,9370
FULL MKT VAL,632768
COUNTY TAXABLE,3200
VILLAGE TAXABLE,3200
SCHOOL TAXABLE,3200
FULL MKT VAL,180790
COUNTY TAXABLE,17525
VILLAGE TAXABLE,17525
SCHOOL TAXABLE,17525
FULL MKT VAL,990112
COUNTY TAXABLE,3200
VILLAGE TAXABLE,3200
SCHOOL TAXABLE,3200
FULL MKT VAL,180790
COUNTY TAXABLE,16450
VILLAGE TAXABLE,16450
SCHOOL TAXABLE,14620
FULL MKT VAL,929378
COUNTY TAXABLE,18950
VILLAGE TAXABLE,18950
SCHOOL TAXABLE,18950
FULL MKT VAL,1070621
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
SCHOOL TAXABLE,12900
FULL MKT VAL,728813
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,20500
VILLAGE TAXABLE,20500
SCHOOL TAXABLE,20500
FULL MKT VAL,1158192
COUNTY TAXABLE,21840
VILLAGE TAXABLE,21840
SCHOOL TAXABLE,22850
FULL MKT VAL,1290960
COUNTY TAXABLE,20500
VILLAGE TAXABLE,20500
SCHOOL TAXABLE,18670
FULL MKT VAL,1158192
COUNTY TAXABLE,19750
VILLAGE TAXABLE,19750
SCHOOL TAXABLE,19750
FULL MKT VAL,1115819
COUNTY TAXABLE,26000
VILLAGE TAXABLE,26000
SCHOOL TAXABLE,26000
FULL MKT VAL,1468926
COUNTY TAXABLE,2200
VILLAGE TAXABLE,2200
SCHOOL TAXABLE,2200
FULL MKT VAL,124293
COUNTY TAXABLE,16850
VILLAGE TAXABLE,16850
SCHOOL TAXABLE,16850
FULL MKT VAL,951977
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,13810
FULL MKT VAL,994350
COUNTY TAXABLE,11800
VILLAGE TAXABLE,11800
SCHOOL TAXABLE,11800
FULL MKT VAL,666666
COUNTY TAXABLE,12575
VILLAGE TAXABLE,12575
SCHOOL TAXABLE,10745
FULL MKT VAL,710451
COUNTY TAXABLE,19250
VILLAGE TAXABLE,19250
SCHOOL TAXABLE,19250
FULL MKT VAL,1087570
COUNTY TAXABLE,23700
VILLAGE TAXABLE,23700
SCHOOL TAXABLE,23700
FULL MKT VAL,1338983
COUNTY TAXABLE,25000
VILLAGE TAXABLE,25000
SCHOOL TAXABLE,25000
FULL MKT VAL,1412429
COUNTY TAXABLE,13400
VILLAGE TAXABLE,13400
SCHOOL TAXABLE,11570
FULL MKT VAL,757062
COUNTY TAXABLE,12100
VILLAGE TAXABLE,12100
SCHOOL TAXABLE,10270
FULL MKT VAL,683615
COUNTY TAXABLE,3000
VILLAGE TAXABLE,3000
SCHOOL TAXABLE,3000
FULL MKT VAL,169491
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,12970
FULL MKT VAL,836158
COUNTY TAXABLE,14775
VILLAGE TAXABLE,14775
SCHOOL TAXABLE,12945
FULL MKT VAL,834745
COUNTY TAXABLE,13300
VILLAGE TAXABLE,13300
SCHOOL TAXABLE,11470
FULL MKT VAL,751412
COUNTY TAXABLE,10700
VILLAGE TAXABLE,10700
SCHOOL TAXABLE,8870
FULL MKT VAL,604519
COUNTY TAXABLE,10600
VILLAGE TAXABLE,10600
SCHOOL TAXABLE,6810
FULL MKT VAL,598870
COUNTY TAXABLE,15975
VILLAGE TAXABLE,15975
SCHOOL TAXABLE,14145
FULL MKT VAL,902542
COUNTY TAXABLE,12800
VILLAGE TAXABLE,12800
SCHOOL TAXABLE,10970
FULL MKT VAL,723163
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,13000
FULL MKT VAL,734463
COUNTY TAXABLE,15700
VILLAGE TAXABLE,15700
SCHOOL TAXABLE,13870
FULL MKT VAL,887005
COUNTY TAXABLE,13925
VILLAGE TAXABLE,13925
SCHOOL TAXABLE,12095
FULL MKT VAL,786723
COUNTY TAXABLE,12800
VILLAGE TAXABLE,12800
SCHOOL TAXABLE,10970
FULL MKT VAL,723163
COUNTY TAXABLE,15200
VILLAGE TAXABLE,15200
SCHOOL TAXABLE,13370
FULL MKT VAL,858757
COUNTY TAXABLE,23100
VILLAGE TAXABLE,23100
SCHOOL TAXABLE,21270
FULL MKT VAL,1305084
COUNTY TAXABLE,17100
VILLAGE TAXABLE,17100
SCHOOL TAXABLE,17100
FULL MKT VAL,966101
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,11770
FULL MKT VAL,768361
COUNTY TAXABLE,15775
VILLAGE TAXABLE,15775
SCHOOL TAXABLE,15775
FULL MKT VAL,891242
COUNTY TAXABLE,17375
VILLAGE TAXABLE,17375
SCHOOL TAXABLE,15545
FULL MKT VAL,981638
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,16645
FULL MKT VAL,1043785
COUNTY TAXABLE,12450
VILLAGE TAXABLE,12450
SCHOOL TAXABLE,10620
FULL MKT VAL,703389
COUNTY TAXABLE,17325
VILLAGE TAXABLE,17325
SCHOOL TAXABLE,15495
FULL MKT VAL,978813
COUNTY TAXABLE,17775
VILLAGE TAXABLE,17775
SCHOOL TAXABLE,15945
FULL MKT VAL,1004237
COUNTY TAXABLE,13550
VILLAGE TAXABLE,13550
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,22875
VILLAGE TAXABLE,22875
SCHOOL TAXABLE,21045
FULL MKT VAL,1292372
COUNTY TAXABLE,15500
VILLAGE TAXABLE,15500
SCHOOL TAXABLE,13670
FULL MKT VAL,875706
COUNTY TAXABLE,16025
VILLAGE TAXABLE,16025
FULL MKT VAL,905367
SCHOOL TAXABLE,14195
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,11000
VILLAGE TAXABLE,11000
SCHOOL TAXABLE,9170
FULL MKT VAL,621468
COUNTY TAXABLE,27800
VILLAGE TAXABLE,27800
SCHOOL TAXABLE,25970
FULL MKT VAL,1570621
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
SCHOOL TAXABLE,13900
FULL MKT VAL,785310
COUNTY TAXABLE,14075
VILLAGE TAXABLE,14075
SCHOOL TAXABLE,12245
FULL MKT VAL,795197
COUNTY TAXABLE,14300
VILLAGE TAXABLE,14300
SCHOOL TAXABLE,14300
FULL MKT VAL,807909
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,17200
FULL MKT VAL,971751
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,15625
VILLAGE TAXABLE,15625
SCHOOL TAXABLE,13795
FULL MKT VAL,882768
COUNTY TAXABLE,13960
VILLAGE TAXABLE,13960
SCHOOL TAXABLE,12130
FULL MKT VAL,788700
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,10470
FULL MKT VAL,694915
COUNTY TAXABLE,18975
VILLAGE TAXABLE,18975
SCHOOL TAXABLE,18975
FULL MKT VAL,1072033
COUNTY TAXABLE,8000
FULL MKT VAL,903954
VILLAGE TAXABLE,8000
SCHOOL TAXABLE,4210
COUNTY TAXABLE,15900
VILLAGE TAXABLE,15900
SCHOOL TAXABLE,15900
FULL MKT VAL,898305
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
FULL MKT VAL,745762
SCHOOL TAXABLE,11370
COUNTY TAXABLE,16275
VILLAGE TAXABLE,16275
SCHOOL TAXABLE,16275
FULL MKT VAL,919491
COUNTY TAXABLE,11700
VILLAGE TAXABLE,11700
SCHOOL TAXABLE,11700
FULL MKT VAL,661016
COUNTY TAXABLE,10050
VILLAGE TAXABLE,10050
SCHOOL TAXABLE,10050
FULL MKT VAL,567796
COUNTY TAXABLE,12200
VILLAGE TAXABLE,12200
SCHOOL TAXABLE,12200
FULL MKT VAL,689265
COUNTY TAXABLE,11217
VILLAGE TAXABLE,11217
FULL MKT VAL,728813
SCHOOL TAXABLE,11070
COUNTY TAXABLE,26450
VILLAGE TAXABLE,26450
FULL MKT VAL,1494350
SCHOOL TAXABLE,24620
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
SCHOOL TAXABLE,12270
FULL MKT VAL,796610
COUNTY TAXABLE,18600
VILLAGE TAXABLE,18600
SCHOOL TAXABLE,16770
FULL MKT VAL,1050847
COUNTY TAXABLE,24525
VILLAGE TAXABLE,24525
SCHOOL TAXABLE,24525
FULL MKT VAL,1385593
COUNTY TAXABLE,4800
VILLAGE TAXABLE,4800
SCHOOL TAXABLE,4800
FULL MKT VAL,271186
COUNTY TAXABLE,12325
VILLAGE TAXABLE,12325
SCHOOL TAXABLE,10495
FULL MKT VAL,696327
COUNTY TAXABLE,12100
VILLAGE TAXABLE,12100
SCHOOL TAXABLE,10270
FULL MKT VAL,683615
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,13000
FULL MKT VAL,734463
COUNTY TAXABLE,20525
VILLAGE TAXABLE,20525
SCHOOL TAXABLE,20525
FULL MKT VAL,1159604
COUNTY TAXABLE,13100
VILLAGE TAXABLE,13100
SCHOOL TAXABLE,13100
FULL MKT VAL,740112
COUNTY TAXABLE,12700
VILLAGE TAXABLE,12700
SCHOOL TAXABLE,12700
FULL MKT VAL,717514
COUNTY TAXABLE,13100
VILLAGE TAXABLE,13100
SCHOOL TAXABLE,13100
FULL MKT VAL,740112
COUNTY TAXABLE,12200
VILLAGE TAXABLE,12200
SCHOOL TAXABLE,12200
FULL MKT VAL,689265
COUNTY TAXABLE,11400
VILLAGE TAXABLE,11400
SCHOOL TAXABLE,9570
FULL MKT VAL,644067
COUNTY TAXABLE,11625
VILLAGE TAXABLE,11625
SCHOOL TAXABLE,9795
FULL MKT VAL,656779
COUNTY TAXABLE,11000
VILLAGE TAXABLE,11000
SCHOOL TAXABLE,9170
FULL MKT VAL,621468
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,12300
FULL MKT VAL,694915
COUNTY TAXABLE,15100
VILLAGE TAXABLE,15100
SCHOOL TAXABLE,13270
FULL MKT VAL,853107
COUNTY TAXABLE,12450
VILLAGE TAXABLE,12450
SCHOOL TAXABLE,10620
FULL MKT VAL,703389
COUNTY TAXABLE,12925
VILLAGE TAXABLE,12925
SCHOOL TAXABLE,11095
FULL MKT VAL,730225
COUNTY TAXABLE,12650
VILLAGE TAXABLE,12650
SCHOOL TAXABLE,10820
FULL MKT VAL,714689
COUNTY TAXABLE,12400
VILLAGE TAXABLE,12400
SCHOOL TAXABLE,10570
FULL MKT VAL,700564
COUNTY TAXABLE,12190
VILLAGE TAXABLE,12190
SCHOOL TAXABLE,11370
FULL MKT VAL,745762
COUNTY TAXABLE,12100
VILLAGE TAXABLE,12100
SCHOOL TAXABLE,10270
FULL MKT VAL,683615
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
SCHOOL TAXABLE,12270
FULL MKT VAL,796610
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
SCHOOL TAXABLE,11070
FULL MKT VAL,728813
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,10670
FULL MKT VAL,706214
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,12970
FULL MKT VAL,836158
COUNTY TAXABLE,12000
VILLAGE TAXABLE,12000
SCHOOL TAXABLE,10170
FULL MKT VAL,677966
COUNTY TAXABLE,12850
VILLAGE TAXABLE,12850
SCHOOL TAXABLE,11020
FULL MKT VAL,725988
COUNTY TAXABLE,16575
VILLAGE TAXABLE,16575
SCHOOL TAXABLE,14745
FULL MKT VAL,936440
COUNTY TAXABLE,11600
VILLAGE TAXABLE,11600
SCHOOL TAXABLE,9770
FULL MKT VAL,655367
COUNTY TAXABLE,12200
VILLAGE TAXABLE,12200
SCHOOL TAXABLE,10370
FULL MKT VAL,689265
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,12870
FULL MKT VAL,830508
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
SCHOOL TAXABLE,11370
FULL MKT VAL,745762
COUNTY TAXABLE,14600
VILLAGE TAXABLE,14600
SCHOOL TAXABLE,12770
FULL MKT VAL,824858
COUNTY TAXABLE,14900
VILLAGE TAXABLE,14900
SCHOOL TAXABLE,13070
FULL MKT VAL,841807
COUNTY TAXABLE,21700
VILLAGE TAXABLE,21700
SCHOOL TAXABLE,19870
FULL MKT VAL,1225988
COUNTY TAXABLE,21100
VILLAGE TAXABLE,21100
SCHOOL TAXABLE,19270
FULL MKT VAL,1192090
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
SCHOOL TAXABLE,12070
FULL MKT VAL,785310
COUNTY TAXABLE,10617
VILLAGE TAXABLE,10617
FULL MKT VAL,694915
SCHOOL TAXABLE,8510
COUNTY TAXABLE,10500
VILLAGE TAXABLE,10500
SCHOOL TAXABLE,8670
FULL MKT VAL,593220
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,12970
FULL MKT VAL,836158
COUNTY TAXABLE,9900
VILLAGE TAXABLE,9900
SCHOOL TAXABLE,9900
FULL MKT VAL,559322
COUNTY TAXABLE,10700
VILLAGE TAXABLE,10700
SCHOOL TAXABLE,10700
FULL MKT VAL,604519
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,11170
FULL MKT VAL,734463
COUNTY TAXABLE,13100
VILLAGE TAXABLE,13100
SCHOOL TAXABLE,11270
FULL MKT VAL,740112
COUNTY TAXABLE,11600
VILLAGE TAXABLE,11600
SCHOOL TAXABLE,9770
FULL MKT VAL,655367
COUNTY TAXABLE,11875
VILLAGE TAXABLE,11875
SCHOOL TAXABLE,11875
FULL MKT VAL,670903
COUNTY TAXABLE,10800
VILLAGE TAXABLE,10800
SCHOOL TAXABLE,10800
FULL MKT VAL,610169
COUNTY TAXABLE,12700
VILLAGE TAXABLE,12700
SCHOOL TAXABLE,10870
FULL MKT VAL,717514
COUNTY TAXABLE,16425
VILLAGE TAXABLE,16425
SCHOOL TAXABLE,14595
FULL MKT VAL,927966
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,11170
FULL MKT VAL,734463
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
SCHOOL TAXABLE,12900
FULL MKT VAL,728813
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,21000
FULL MKT VAL,1186440
COUNTY TAXABLE,10700
VILLAGE TAXABLE,10700
SCHOOL TAXABLE,6910
FULL MKT VAL,604519
COUNTY TAXABLE,14175
VILLAGE TAXABLE,14175
SCHOOL TAXABLE,12345
FULL MKT VAL,800847
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,17750
VILLAGE TAXABLE,17750
SCHOOL TAXABLE,15920
FULL MKT VAL,1002824
COUNTY TAXABLE,11800
VILLAGE TAXABLE,11800
SCHOOL TAXABLE,9970
FULL MKT VAL,666666
COUNTY TAXABLE,12000
VILLAGE TAXABLE,12000
SCHOOL TAXABLE,10170
FULL MKT VAL,677966
COUNTY TAXABLE,10200
VILLAGE TAXABLE,10200
SCHOOL TAXABLE,10200
FULL MKT VAL,576271
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,12300
FULL MKT VAL,694915
COUNTY TAXABLE,11475
VILLAGE TAXABLE,11475
SCHOOL TAXABLE,9645
FULL MKT VAL,648305
COUNTY TAXABLE,28000
VILLAGE TAXABLE,28000
SCHOOL TAXABLE,26170
FULL MKT VAL,1581920
COUNTY TAXABLE,18300
VILLAGE TAXABLE,18300
SCHOOL TAXABLE,18300
FULL MKT VAL,1033898
COUNTY TAXABLE,14750
VILLAGE TAXABLE,14750
SCHOOL TAXABLE,14750
FULL MKT VAL,833333
COUNTY TAXABLE,14550
VILLAGE TAXABLE,14550
SCHOOL TAXABLE,12720
FULL MKT VAL,822033
COUNTY TAXABLE,13575
VILLAGE TAXABLE,13575
SCHOOL TAXABLE,11745
FULL MKT VAL,766949
COUNTY TAXABLE,16400
VILLAGE TAXABLE,16400
SCHOOL TAXABLE,14570
FULL MKT VAL,926553
COUNTY TAXABLE,13750
VILLAGE TAXABLE,13750
SCHOOL TAXABLE,13750
FULL MKT VAL,776836
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
SCHOOL TAXABLE,11370
FULL MKT VAL,745762
COUNTY TAXABLE,15500
VILLAGE TAXABLE,15500
SCHOOL TAXABLE,15500
FULL MKT VAL,875706
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,19350
FULL MKT VAL,1093220
COUNTY TAXABLE,10050
VILLAGE TAXABLE,10050
SCHOOL TAXABLE,10170
FULL MKT VAL,677966
COUNTY TAXABLE,17750
VILLAGE TAXABLE,17750
SCHOOL TAXABLE,17750
FULL MKT VAL,1002824
COUNTY TAXABLE,13150
VILLAGE TAXABLE,13150
SCHOOL TAXABLE,11320
FULL MKT VAL,742937
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,17500
FULL MKT VAL,988700
COUNTY TAXABLE,24800
VILLAGE TAXABLE,24800
SCHOOL TAXABLE,24800
FULL MKT VAL,1401129
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,9210
FULL MKT VAL,734463
COUNTY TAXABLE,13035
VILLAGE TAXABLE,13035
SCHOOL TAXABLE,11205
FULL MKT VAL,736440
COUNTY TAXABLE,19600
VILLAGE TAXABLE,19600
SCHOOL TAXABLE,19600
FULL MKT VAL,1107344
COUNTY TAXABLE,2800
VILLAGE TAXABLE,2800
SCHOOL TAXABLE,2800
FULL MKT VAL,158192
COUNTY TAXABLE,11800
VILLAGE TAXABLE,11800
SCHOOL TAXABLE,9970
FULL MKT VAL,666666
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,10470
FULL MKT VAL,694915
COUNTY TAXABLE,12925
VILLAGE TAXABLE,12925
SCHOOL TAXABLE,12925
FULL MKT VAL,730225
COUNTY TAXABLE,12800
VILLAGE TAXABLE,12800
SCHOOL TAXABLE,10970
FULL MKT VAL,723163
COUNTY TAXABLE,12450
VILLAGE TAXABLE,12450
SCHOOL TAXABLE,12450
FULL MKT VAL,703389
COUNTY TAXABLE,15800
VILLAGE TAXABLE,15800
SCHOOL TAXABLE,13970
FULL MKT VAL,892655
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,8710
FULL MKT VAL,706214
COUNTY TAXABLE,15940
VILLAGE TAXABLE,15940
SCHOOL TAXABLE,14110
FULL MKT VAL,900564
COUNTY TAXABLE,14075
VILLAGE TAXABLE,14075
SCHOOL TAXABLE,14075
FULL MKT VAL,795197
COUNTY TAXABLE,12250
VILLAGE TAXABLE,12250
SCHOOL TAXABLE,10420
FULL MKT VAL,692090
COUNTY TAXABLE,10500
VILLAGE TAXABLE,10500
SCHOOL TAXABLE,8670
FULL MKT VAL,593220
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,17200
FULL MKT VAL,971751
COUNTY TAXABLE,12650
VILLAGE TAXABLE,12650
SCHOOL TAXABLE,12650
FULL MKT VAL,714689
COUNTY TAXABLE,10100
VILLAGE TAXABLE,10100
SCHOOL TAXABLE,8270
FULL MKT VAL,570621
COUNTY TAXABLE,18175
VILLAGE TAXABLE,18175
SCHOOL TAXABLE,16345
FULL MKT VAL,1026836
COUNTY TAXABLE,18750
VILLAGE TAXABLE,18750
SCHOOL TAXABLE,16920
FULL MKT VAL,1059322
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,12970
FULL MKT VAL,836158
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,16275
VILLAGE TAXABLE,16275
SCHOOL TAXABLE,14445
FULL MKT VAL,919491
COUNTY TAXABLE,17150
VILLAGE TAXABLE,17150
SCHOOL TAXABLE,15320
FULL MKT VAL,968926
COUNTY TAXABLE,18350
VILLAGE TAXABLE,18350
SCHOOL TAXABLE,18350
FULL MKT VAL,1036723
COUNTY TAXABLE,19700
VILLAGE TAXABLE,19700
SCHOOL TAXABLE,17870
FULL MKT VAL,1112994
COUNTY TAXABLE,13300
VILLAGE TAXABLE,13300
SCHOOL TAXABLE,13300
FULL MKT VAL,751412
COUNTY TAXABLE,13050
VILLAGE TAXABLE,13050
SCHOOL TAXABLE,11220
FULL MKT VAL,737288
COUNTY TAXABLE,18375
VILLAGE TAXABLE,18375
SCHOOL TAXABLE,16545
FULL MKT VAL,1038135
COUNTY TAXABLE,12350
VILLAGE TAXABLE,12350
SCHOOL TAXABLE,10520
FULL MKT VAL,697740
COUNTY TAXABLE,16150
VILLAGE TAXABLE,16150
SCHOOL TAXABLE,14320
FULL MKT VAL,912429
COUNTY TAXABLE,21875
VILLAGE TAXABLE,21875
SCHOOL TAXABLE,21875
FULL MKT VAL,1235875
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
SCHOOL TAXABLE,12070
FULL MKT VAL,785310
COUNTY TAXABLE,13965
VILLAGE TAXABLE,13965
SCHOOL TAXABLE,13145
FULL MKT VAL,846045
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,16700
VILLAGE TAXABLE,16700
SCHOOL TAXABLE,14870
FULL MKT VAL,943502
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
SCHOOL TAXABLE,16070
FULL MKT VAL,1011299
COUNTY TAXABLE,16050
VILLAGE TAXABLE,16050
SCHOOL TAXABLE,14220
FULL MKT VAL,906779
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,11810
FULL MKT VAL,881355
COUNTY TAXABLE,16700
VILLAGE TAXABLE,16700
SCHOOL TAXABLE,14870
FULL MKT VAL,943502
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
SCHOOL TAXABLE,18500
FULL MKT VAL,1045197
COUNTY TAXABLE,11317
VILLAGE TAXABLE,11317
FULL MKT VAL,734463
SCHOOL TAXABLE,11170
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,11170
FULL MKT VAL,734463
COUNTY TAXABLE,11000
VILLAGE TAXABLE,11000
SCHOOL TAXABLE,9170
FULL MKT VAL,621468
COUNTY TAXABLE,15300
VILLAGE TAXABLE,15300
SCHOOL TAXABLE,13470
FULL MKT VAL,864406
COUNTY TAXABLE,14650
VILLAGE TAXABLE,14650
SCHOOL TAXABLE,12820
FULL MKT VAL,827683
COUNTY TAXABLE,15300
VILLAGE TAXABLE,15300
SCHOOL TAXABLE,13470
FULL MKT VAL,864406
COUNTY TAXABLE,12600
VILLAGE TAXABLE,12600
SCHOOL TAXABLE,10770
FULL MKT VAL,711864
COUNTY TAXABLE,16900
VILLAGE TAXABLE,16900
SCHOOL TAXABLE,15070
FULL MKT VAL,954802
COUNTY TAXABLE,16000
VILLAGE TAXABLE,16000
SCHOOL TAXABLE,14170
FULL MKT VAL,903954
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,11170
FULL MKT VAL,734463
COUNTY TAXABLE,19750
VILLAGE TAXABLE,19750
SCHOOL TAXABLE,19750
FULL MKT VAL,1115819
COUNTY TAXABLE,20450
VILLAGE TAXABLE,20450
SCHOOL TAXABLE,20450
FULL MKT VAL,1155367
COUNTY TAXABLE,15300
VILLAGE TAXABLE,15300
SCHOOL TAXABLE,11510
FULL MKT VAL,864406
COUNTY TAXABLE,15975
VILLAGE TAXABLE,15975
SCHOOL TAXABLE,14145
FULL MKT VAL,902542
COUNTY TAXABLE,13575
VILLAGE TAXABLE,13575
SCHOOL TAXABLE,11745
FULL MKT VAL,766949
COUNTY TAXABLE,12200
VILLAGE TAXABLE,12200
SCHOOL TAXABLE,12200
FULL MKT VAL,689265
COUNTY TAXABLE,11800
VILLAGE TAXABLE,11800
SCHOOL TAXABLE,11800
FULL MKT VAL,666666
COUNTY TAXABLE,12175
VILLAGE TAXABLE,12175
SCHOOL TAXABLE,10345
FULL MKT VAL,687853
COUNTY TAXABLE,18100
VILLAGE TAXABLE,18100
SCHOOL TAXABLE,18100
FULL MKT VAL,1022598
COUNTY TAXABLE,15175
VILLAGE TAXABLE,15175
SCHOOL TAXABLE,13345
FULL MKT VAL,857344
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,14970
FULL MKT VAL,949152
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
SCHOOL TAXABLE,11370
FULL MKT VAL,745762
COUNTY TAXABLE,10000
VILLAGE TAXABLE,10000
SCHOOL TAXABLE,8170
